customerID,tenure_group,charge_tier,MonthlyCharges,TotalCharges,tenure,Contract,PaymentMethod,churn_label
3372-KWFBM,mid,high,86.6,1281.0,16,Month-to-month,Electronic check,1
7831-QGOXH,mid,high,85.2,1553.9,18,Month-to-month,Electronic check,1
6393-WRYZE,mid,high,97.65,3207.55,34,Month-to-month,Electronic check,1
3941-XTSKM,loyal,medium,45.1,2049.05,42,One year,Credit card (automatic),0
1661-CZBAU,loyal,high,70.95,3629.2,48,One year,Bank transfer (automatic),0
6599-RCLCJ,loyal,high,109.55,5124.55,47,Month-to-month,Electronic check,1
9831-BPFRI,loyal,high,89.55,3474.45,39,One year,Electronic check,1
5158-RIVOP,new,low,20.9,202.3,11,Two year,Credit card (automatic),0
9788-YTFGE,new,low,19.95,147.5,7,Month-to-month,Mailed check,0
9277-JOOMO,new,low,24.6,86.35,3,Month-to-month,Mailed check,0
1907-YLNYW,new,high,66.7,579.0,8,Month-to-month,Electronic check,0
1725-MIMXW,new,low,19.45,19.45,1,Month-to-month,Mailed check,1
8947-YRTDV,mid,high,94.8,3131.55,32,One year,Mailed check,0
3161-ONRWK,loyal,high,65.85,3928.3,60,One year,Bank transfer (automatic),0
0114-RSRRW,new,low,19.95,187.75,10,Month-to-month,Bank transfer (automatic),0
4565-NLZBV,loyal,low,24.65,1710.15,71,Two year,Bank transfer (automatic),0
0031-PVLZI,new,low,20.35,76.35,4,Month-to-month,Mailed check,1
7206-GZCDC,new,high,69.25,69.25,1,Month-to-month,Electronic check,1
6682-VCIXC,loyal,medium,51.25,2151.6,43,One year,Bank transfer (automatic),0
4791-QRGMF,loyal,high,99.5,5961.1,59,One year,Bank transfer (automatic),1
6475-VHUIZ,mid,medium,54.25,1221.55,23,Month-to-month,Electronic check,0
3910-MRQOY,loyal,low,19.4,1496.45,72,Two year,Bank transfer (automatic),0
0661-WCQNQ,mid,medium,56.25,1292.2,22,One year,Credit card (automatic),0
7537-RBWEA,new,low,25.15,25.15,1,Month-to-month,Mailed check,0
4656-CAURT,loyal,low,23.95,1713.1,69,Two year,Bank transfer (automatic),0
0121-SNYRK,loyal,medium,35.4,1748.9,50,One year,Mailed check,0
1768-ZAIFU,new,low,25.2,25.2,1,Month-to-month,Electronic check,1
4671-LXRDQ,new,medium,45.0,96.45,2,Month-to-month,Mailed check,1
3733-LSYCE,mid,high,75.35,1114.55,15,Month-to-month,Bank transfer (automatic),0
6265-FRMTQ,mid,low,20.4,609.1,31,Two year,Bank transfer (automatic),0
1934-SJVJK,new,low,20.15,20.15,1,Month-to-month,Mailed check,1
3838-OZURD,loyal,high,105.0,7133.25,66,Month-to-month,Credit card (automatic),1
1371-DWPAZ,new,medium,56.05,0.0,0,Two year,Credit card (automatic),0
9269-CQOOL,new,medium,54.7,169.45,3,Month-to-month,Credit card (automatic),1
2017-CCBLH,new,low,20.0,141.6,8,Two year,Mailed check,0
7690-KPNCU,loyal,high,73.05,4688.65,64,One year,Credit card (automatic),0
0536-BGFMZ,mid,low,20.5,563.05,28,Month-to-month,Mailed check,0
2293-IJWPS,loyal,high,100.75,5985.0,57,One year,Credit card (automatic),0
2845-HSJCY,mid,high,87.25,1258.6,14,Month-to-month,Electronic check,1
5469-NUJUR,mid,low,19.95,373.5,19,Two year,Mailed check,0
1184-PJVDB,new,high,79.95,857.2,10,Month-to-month,Electronic check,1
2625-TRCZQ,loyal,medium,49.65,2553.35,51,Month-to-month,Electronic check,0
4102-HLENU,loyal,high,65.65,4322.85,67,Two year,Mailed check,0
7266-GSSJX,new,low,20.45,250.8,11,Month-to-month,Electronic check,0
7722-VJRQD,loyal,medium,60.95,4549.05,72,Two year,Bank transfer (automatic),0
7073-QETQY,loyal,low,20.35,1359.5,66,One year,Electronic check,0
9415-DPEWS,mid,high,88.35,1639.3,18,Month-to-month,Electronic check,1
5624-RYAMH,new,low,19.5,178.85,9,Month-to-month,Electronic check,0
0196-JTUQI,new,high,75.2,633.85,9,Month-to-month,Credit card (automatic),0
7130-YXBRO,loyal,high,111.45,5315.1,48,Month-to-month,Bank transfer (automatic),0
9272-LSVYH,new,high,70.15,735.5,10,Month-to-month,Mailed check,0
7943-RQCHR,new,high,94.75,889.9,9,Month-to-month,Electronic check,1
3793-MMFUH,mid,high,95.05,1290.0,13,Month-to-month,Electronic check,1
3249-ZPQRG,new,high,78.45,330.05,4,Month-to-month,Electronic check,1
2568-BRGYX,new,high,70.2,237.95,4,Month-to-month,Electronic check,1
3084-DOWLE,loyal,high,92.0,6474.4,72,Two year,Bank transfer (automatic),0
1084-MNSMJ,loyal,high,85.5,4421.95,51,Two year,Credit card (automatic),0
7721-JXEAW,loyal,medium,41.05,2452.7,59,Month-to-month,Bank transfer (automatic),1
7249-WBIYX,new,high,85.6,813.85,10,Month-to-month,Electronic check,1
4238-HFHSN,loyal,high,82.15,4904.85,61,Month-to-month,Electronic check,0
6250-CGGUN,loyal,high,84.4,4484.05,54,One year,Electronic check,0
5478-JJVZK,mid,medium,60.9,2033.85,33,Month-to-month,Mailed check,0
7596-IIWYC,mid,low,20.25,538.2,27,Two year,Bank transfer (automatic),0
6567-HOOPW,new,high,79.2,79.2,1,Month-to-month,Electronic check,1
9793-WECQC,mid,high,95.3,2192.9,23,Month-to-month,Mailed check,0
4291-HPAXL,new,low,19.85,19.85,1,Month-to-month,Mailed check,0
8999-YPYBV,loyal,high,84.35,3858.05,45,Two year,Mailed check,0
1839-FBNFR,loyal,low,19.85,854.8,39,Two year,Bank transfer (automatic),0
3164-AALRN,new,high,70.0,347.4,5,One year,Mailed check,1
3071-MVJCD,loyal,high,82.3,5815.15,72,Two year,Bank transfer (automatic),0
1697-BCSHV,loyal,high,66.8,3970.4,58,Month-to-month,Bank transfer (automatic),0
0562-KBDVM,loyal,medium,44.6,3058.15,70,Two year,Bank transfer (automatic),0
1131-SUEKT,loyal,high,98.45,6145.2,61,One year,Bank transfer (automatic),0
3717-OEAUQ,new,high,70.7,129.2,2,Month-to-month,Mailed check,0
4538-WNTMJ,loyal,low,24.95,1165.9,46,One year,Mailed check,0
3334-CTHOL,new,medium,49.95,49.95,1,Month-to-month,Bank transfer (automatic),1
4704-ERYFC,mid,high,69.25,1554.0,22,Month-to-month,Electronic check,1
9432-RUVSL,loyal,high,102.5,4904.25,48,Two year,Credit card (automatic),0
8060-HIWJJ,loyal,high,86.55,5632.55,64,Two year,Credit card (automatic),0
7684-XSZIY,loyal,low,24.3,1643.25,72,Two year,Bank transfer (automatic),0
9089-UOWJG,new,medium,58.35,740.55,12,Month-to-month,Credit card (automatic),0
8621-MNIHH,mid,high,94.25,3217.55,34,Month-to-month,Electronic check,1
8039-ACLPL,loyal,high,68.75,4888.2,72,Two year,Credit card (automatic),0
9885-AIBVB,mid,high,85.8,2440.25,29,Month-to-month,Electronic check,0
1934-MKPXS,mid,low,20.1,620.55,33,One year,Credit card (automatic),0
2592-YKDIF,new,low,20.35,20.35,1,Month-to-month,Mailed check,0
2272-JKMSI,loyal,high,110.8,6840.95,62,One year,Electronic check,0
0471-LVHGK,loyal,high,73.0,3001.2,41,One year,Electronic check,1
9518-RWHZL,loyal,high,100.05,6254.2,64,One year,Credit card (automatic),1
8714-CTZJW,new,high,82.85,319.6,4,Month-to-month,Credit card (automatic),0
3569-EDBPQ,mid,high,84.35,1938.05,24,Month-to-month,Electronic check,0
3131-NWVFJ,mid,low,19.55,294.5,14,One year,Mailed check,0
7521-YXVZY,new,low,19.95,58.3,3,Month-to-month,Mailed check,0
5419-CONWX,new,high,99.8,442.85,4,Month-to-month,Credit card (automatic),1
6240-EURKS,mid,medium,35.0,553.0,18,Month-to-month,Electronic check,1
2373-NTKOD,new,high,66.25,546.45,8,Month-to-month,Electronic check,0
1970-KKFWL,mid,low,23.3,797.1,35,Two year,Bank transfer (automatic),0
6960-HVYXR,new,high,76.0,76.0,1,Month-to-month,Electronic check,1
9337-SRRNI,loyal,low,25.3,1673.8,66,Two year,Credit card (automatic),0
0895-UADGO,new,medium,44.55,343.45,8,Two year,Mailed check,0
5678-VFNEQ,loyal,high,104.1,7412.25,71,One year,Credit card (automatic),0
5977-CKHON,loyal,high,92.55,4039.0,43,Month-to-month,Bank transfer (automatic),0
7024-OHCCK,new,high,93.85,170.85,2,Month-to-month,Electronic check,1
2692-BUCFV,mid,high,101.45,2948.6,29,Month-to-month,Bank transfer (automatic),0
7861-UVUFT,mid,high,84.3,1308.4,15,Month-to-month,Electronic check,1
1830-GGFNM,loyal,high,94.55,6078.75,65,Two year,Credit card (automatic),0
5302-BDJNT,mid,high,95.5,3418.2,35,Month-to-month,Electronic check,0
5223-UZAVK,loyal,high,100.3,6603.8,64,One year,Credit card (automatic),0
4859-ZSRDZ,loyal,medium,55.5,3166.9,58,Two year,Credit card (automatic),0
5651-WYIPH,mid,medium,49.85,865.75,18,Month-to-month,Credit card (automatic),0
9350-VLHMB,loyal,high,89.55,6373.1,67,Month-to-month,Bank transfer (automatic),0
3498-LZGQZ,loyal,low,19.15,1177.05,63,Two year,Mailed check,0
8785-CJSHH,loyal,high,99.8,5985.75,60,Month-to-month,Electronic check,0
5357-TZHPP,new,high,84.4,732.5,9,Month-to-month,Credit card (automatic),1
3870-SPZSI,loyal,high,113.05,7869.05,70,Two year,Credit card (automatic),0
0680-DFNNY,mid,high,101.1,1504.05,15,Month-to-month,Electronic check,1
7560-QRBXH,loyal,low,19.95,936.7,48,One year,Mailed check,0
7077-XJMET,new,high,74.15,741.4,12,Month-to-month,Electronic check,0
8752-GHJFU,loyal,high,92.0,6585.2,71,One year,Electronic check,0
6896-SRVYQ,loyal,high,73.85,3122.4,44,Month-to-month,Electronic check,0
7767-UXAGJ,new,medium,50.45,50.45,1,Month-to-month,Electronic check,1
4652-ODEVH,loyal,low,24.45,1088.25,45,Two year,Mailed check,0
6510-UPNKS,mid,low,24.8,615.35,23,One year,Credit card (automatic),0
6718-BDGHG,loyal,medium,64.85,2908.2,43,One year,Bank transfer (automatic),0
9046-DQMTP,mid,low,20.75,739.9,35,Month-to-month,Bank transfer (automatic),0
6439-LAJXL,new,high,68.95,593.85,9,Month-to-month,Mailed check,0
1571-SAVHK,new,high,99.95,1132.75,12,Month-to-month,Mailed check,1
9052-VKDUW,loyal,high,109.4,7227.45,65,Month-to-month,Credit card (automatic),0
9546-CQJSU,new,high,91.4,193.6,2,Month-to-month,Electronic check,1
1666-JZPZT,mid,medium,49.0,1291.35,27,Month-to-month,Mailed check,0
5777-KJIRB,loyal,medium,50.25,2023.55,40,One year,Mailed check,0
0506-LVNGN,new,high,75.55,349.65,5,Month-to-month,Credit card (automatic),1
7677-SJJJK,new,low,19.9,153.95,8,One year,Credit card (automatic),0
2480-EJWYP,loyal,high,97.8,5458.8,58,One year,Bank transfer (automatic),0
3253-HKOKL,loyal,high,100.3,5244.45,52,One year,Electronic check,0
7055-HNEOJ,new,medium,55.8,154.55,3,Month-to-month,Mailed check,0
5514-YQENT,loyal,high,111.15,4507.15,41,Two year,Electronic check,0
3211-AAPKX,mid,high,98.55,2031.95,20,Month-to-month,Mailed check,0
8445-DNBAE,new,medium,50.05,50.05,1,Month-to-month,Electronic check,0
2951-QOQTK,new,high,80.8,332.45,4,Month-to-month,Credit card (automatic),1
2958-NHPPS,mid,low,20.85,473.9,23,Month-to-month,Electronic check,0
6806-YDEUL,new,low,19.5,106.8,6,Month-to-month,Bank transfer (automatic),0
1735-XMJVH,new,low,19.35,152.6,8,Month-to-month,Mailed check,0
6890-PFRQX,mid,high,69.5,1199.4,18,Month-to-month,Mailed check,0
0222-CNVPT,loyal,medium,48.8,2555.05,52,Month-to-month,Credit card (automatic),0
5899-OUVKV,mid,high,94.5,2979.2,31,Month-to-month,Electronic check,0
8681-ICONS,mid,low,20.65,654.85,29,Month-to-month,Mailed check,0
1621-YNCJH,mid,high,106.05,3834.4,36,Two year,Credit card (automatic),0
3473-XIIIT,mid,high,100.0,1534.75,16,Month-to-month,Electronic check,1
6362-QHAFM,loyal,high,108.3,4586.15,42,One year,Electronic check,0
7893-IXHRQ,new,low,20.55,20.55,1,Month-to-month,Electronic check,1
3070-BDOQC,loyal,high,99.65,5941.05,60,Two year,Electronic check,0
2952-QAYZF,new,high,85.3,424.15,5,Month-to-month,Electronic check,1
6234-PFPXL,mid,high,95.9,2234.95,22,Month-to-month,Credit card (automatic),0
9824-QCJPK,mid,low,20.0,666.75,36,One year,Mailed check,0
4763-PGDPO,new,high,70.4,281.0,4,Month-to-month,Electronic check,1
4283-IVYCI,new,medium,64.95,547.8,9,Month-to-month,Mailed check,0
1866-OBPNR,new,high,74.6,74.6,1,Month-to-month,Credit card (automatic),0
8205-MQUGY,new,medium,49.2,571.15,12,Month-to-month,Electronic check,0
8970-ANWXO,mid,high,73.75,1756.6,23,One year,Mailed check,0
9480-BQJEI,loyal,high,92.3,5731.45,62,One year,Bank transfer (automatic),0
5394-SVGJV,loyal,high,98.8,3475.55,37,Month-to-month,Bank transfer (automatic),1
6979-TNDEU,new,low,19.2,156.85,8,Month-to-month,Mailed check,0
9777-WJJPR,mid,high,88.65,2683.2,31,Month-to-month,Credit card (automatic),0
9283-LZQOH,mid,high,74.4,896.75,13,Month-to-month,Credit card (automatic),1
7079-QRCBC,mid,high,98.75,2407.3,24,Month-to-month,Electronic check,1
9495-SKLKD,loyal,high,95.95,4456.65,45,Month-to-month,Bank transfer (automatic),0
6048-UWKAL,loyal,high,105.4,6998.95,69,Two year,Credit card (automatic),0
5067-DGXLL,new,low,20.25,36.8,2,Month-to-month,Mailed check,0
5469-CTCWN,loyal,high,106.0,6547.7,61,One year,Electronic check,1
9851-QXEEQ,loyal,high,104.7,4346.4,41,Month-to-month,Electronic check,1
6281-FKEWS,loyal,medium,49.05,2265.0,44,One year,Electronic check,0
8898-KASCD,loyal,medium,35.55,1309.15,39,One year,Mailed check,0
9242-TKFSV,loyal,high,65.1,4754.3,72,Two year,Credit card (automatic),0
9290-SHCMB,mid,high,96.85,1235.55,13,Month-to-month,Electronic check,0
0743-HNPFG,loyal,high,69.75,3562.5,51,One year,Credit card (automatic),0
2277-BKJKN,loyal,high,99.2,7213.75,71,Two year,Electronic check,0
9809-IMGCQ,mid,high,96.7,2082.95,22,Month-to-month,Electronic check,1
5208-HFSBT,new,medium,55.05,102.75,2,Month-to-month,Credit card (automatic),1
5035-PGZXH,loyal,high,106.8,5914.4,56,One year,Electronic check,0
8695-WDYEA,new,medium,51.25,51.25,1,Month-to-month,Mailed check,0
6543-JXSOO,mid,medium,57.75,1282.85,23,One year,Mailed check,0
8016-ZMGMO,loyal,high,70.85,4738.85,66,One year,Bank transfer (automatic),0
8605-ITULD,new,low,19.55,19.55,1,Month-to-month,Mailed check,0
3254-YRILK,mid,high,88.2,1775.8,19,Month-to-month,Electronic check,1
6416-YJTTB,new,high,79.5,795.65,11,Month-to-month,Bank transfer (automatic),0
2667-WYLWJ,new,low,19.75,145.0,8,One year,Mailed check,1
4472-VESGY,loyal,high,98.15,4993.4,52,Month-to-month,Bank transfer (automatic),0
3195-TQDZX,new,low,20.25,61.45,3,Month-to-month,Electronic check,0
3128-YOVTD,loyal,high,79.15,4018.55,51,Month-to-month,Bank transfer (automatic),0
0529-ONKER,mid,high,75.65,1146.65,15,Month-to-month,Electronic check,1
1728-CXQBE,loyal,high,94.25,6081.4,64,Month-to-month,Electronic check,0
7041-TXQJH,loyal,medium,40.2,1478.85,37,Month-to-month,Credit card (automatic),0
5014-GSOUQ,mid,low,19.95,243.65,13,Two year,Mailed check,0
5724-BIDBU,loyal,medium,55.35,2633.95,49,One year,Electronic check,0
0481-SUMCB,loyal,high,102.15,4735.35,45,One year,Bank transfer (automatic),0
1769-GRUIK,mid,high,71.1,1247.75,18,Month-to-month,Electronic check,0
5240-IJOQT,new,high,74.7,74.7,1,Month-to-month,Electronic check,1
8819-WFGGJ,loyal,medium,54.1,3794.5,68,Two year,Bank transfer (automatic),0
7427-AUFPY,loyal,low,19.65,1008.7,54,Two year,Credit card (automatic),0
2811-POVEX,mid,high,88.45,2130.55,23,Month-to-month,Bank transfer (automatic),0
1092-GANHU,mid,high,76.65,1313.55,17,Month-to-month,Electronic check,1
7898-PDWQE,loyal,high,80.4,5727.15,71,Two year,Credit card (automatic),0
9972-EWRJS,loyal,low,19.25,1372.9,67,Two year,Bank transfer (automatic),0
9314-IJWSQ,mid,high,84.8,1203.9,14,Month-to-month,Electronic check,0
0661-XEYAN,new,low,25.8,25.8,1,Month-to-month,Mailed check,1
5799-JRCZO,loyal,low,19.5,1215.1,63,Two year,Credit card (automatic),0
1921-KYSAY,loyal,high,68.6,2877.05,41,One year,Electronic check,0
6198-RTPMF,mid,high,92.6,1579.7,17,Month-to-month,Electronic check,0
2924-KHUVI,loyal,high,100.55,5514.95,56,One year,Electronic check,0
1925-GMVBW,new,low,20.55,96.1,5,Month-to-month,Credit card (automatic),0
7881-EVUAD,new,medium,42.6,72.4,2,Month-to-month,Electronic check,1
6184-DYUOB,new,low,19.6,55.25,3,Month-to-month,Mailed check,0
9207-ZPANB,loyal,high,67.45,2443.3,37,One year,Electronic check,0
5766-XQXMQ,mid,high,68.85,1970.5,29,Month-to-month,Bank transfer (automatic),1
9327-QSDED,new,medium,43.55,335.4,8,Month-to-month,Mailed check,0
1656-DRSMG,loyal,high,109.85,7002.95,63,Month-to-month,Credit card (automatic),0
3012-VFFMN,new,low,20.65,158.95,7,Month-to-month,Mailed check,0
2984-AFWNC,new,high,95.4,293.15,3,Month-to-month,Electronic check,0
0640-YJTPY,loyal,low,21.0,1493.75,72,Two year,Bank transfer (automatic),0
8096-LOIST,mid,medium,56.2,1093.4,19,Month-to-month,Electronic check,0
9764-REAFF,loyal,low,18.4,1057.85,59,Two year,Bank transfer (automatic),0
3703-VAVCL,new,high,90.0,190.05,2,Month-to-month,Credit card (automatic),1
7107-UBYKY,mid,low,25.75,882.55,35,Month-to-month,Electronic check,0
4881-GQJTW,mid,low,19.6,300.4,14,Month-to-month,Credit card (automatic),0
8519-QJGJD,mid,high,75.35,1025.95,14,Month-to-month,Electronic check,1
7876-DNYAP,loyal,low,19.8,1436.95,69,Two year,Credit card (automatic),0
7905-NJMXS,new,medium,64.2,475.0,7,Month-to-month,Electronic check,0
2882-WDTBA,loyal,high,75.75,5388.15,69,Two year,Bank transfer (automatic),0
2091-GPPIQ,loyal,high,78.95,5730.15,72,Two year,Electronic check,0
6326-MTTXK,new,high,100.85,819.55,8,Month-to-month,Electronic check,1
5071-FBJFS,new,medium,50.3,217.1,4,Month-to-month,Electronic check,0
2796-UUZZO,loyal,high,80.3,4896.35,63,Month-to-month,Credit card (automatic),0
2429-AYKKO,loyal,low,19.85,1434.1,72,Two year,Bank transfer (automatic),0
9798-OPFEM,loyal,low,21.1,937.1,46,Two year,Electronic check,0
0330-IVZHA,new,high,69.95,330.15,5,Month-to-month,Electronic check,1
3794-NFNCH,mid,medium,50.0,1474.9,30,Month-to-month,Mailed check,0
5193-QLVZB,loyal,high,104.75,6536.5,63,Two year,Bank transfer (automatic),0
7114-AEOZE,loyal,low,19.85,1128.1,60,Two year,Bank transfer (automatic),0
2886-KEFUM,loyal,high,107.5,6873.75,63,One year,Electronic check,1
5522-NYKPB,mid,high,85.9,2199.05,25,Month-to-month,Electronic check,0
4237-RLAQD,new,medium,45.85,45.85,1,Month-to-month,Mailed check,1
9957-YODKZ,new,high,80.8,457.1,6,Month-to-month,Electronic check,0
6518-KZXCB,mid,low,25.25,566.5,22,Two year,Mailed check,0
2245-ADZFJ,mid,high,80.55,2471.6,31,Two year,Bank transfer (automatic),0
7776-QGYJC,loyal,high,81.5,3107.3,39,Month-to-month,Bank transfer (automatic),0
9313-QOLTZ,mid,low,20.9,518.3,26,Month-to-month,Mailed check,0
9651-GTSAQ,loyal,high,106.1,5769.75,53,One year,Bank transfer (automatic),1
3186-BAXNB,new,high,91.7,91.7,1,Month-to-month,Electronic check,1
4672-FOTSD,new,high,67.25,832.3,12,Month-to-month,Electronic check,0
0637-YLETY,mid,high,95.6,1555.65,16,Month-to-month,Credit card (automatic),1
9818-XQCUV,new,low,20.35,45.3,2,Month-to-month,Mailed check,0
7338-ERIVA,loyal,medium,45.05,1790.6,39,One year,Bank transfer (automatic),0
1157-BQCUW,new,high,74.95,74.95,1,Month-to-month,Electronic check,1
8259-NFJTV,new,low,34.65,246.6,7,Month-to-month,Mailed check,0
3223-DWFIO,new,high,69.35,261.65,4,Month-to-month,Electronic check,0
2660-EMUBI,new,high,95.35,898.35,10,Month-to-month,Electronic check,1
6968-GMKPR,loyal,high,81.55,4509.5,55,Month-to-month,Electronic check,0
4751-ERMAN,loyal,high,75.4,5480.25,72,Two year,Bank transfer (automatic),0
1436-ZMJAN,new,high,67.8,653.15,10,Month-to-month,Credit card (automatic),0
3292-PBZEJ,new,high,111.4,1183.05,11,Month-to-month,Electronic check,0
0799-DDIHE,mid,medium,46.3,639.45,15,Month-to-month,Electronic check,0
3070-FNFZQ,mid,low,20.4,478.75,23,Two year,Bank transfer (automatic),0
2812-SFXMJ,new,low,20.05,20.05,1,Month-to-month,Mailed check,0
7675-OZCZG,new,medium,45.0,127.1,3,Month-to-month,Electronic check,1
5014-WUQMG,loyal,high,96.1,4391.45,47,One year,Electronic check,0
5312-TSZVC,mid,low,19.65,270.6,15,One year,Mailed check,0
2003-CKLOR,loyal,high,99.5,6710.5,66,Month-to-month,Electronic check,1
0993-OSGPT,loyal,medium,60.65,3975.9,68,One year,Bank transfer (automatic),0
9254-RBFON,mid,high,98.6,1704.95,17,One year,Bank transfer (automatic),1
1205-WNWPJ,new,medium,59.5,415.95,7,Month-to-month,Mailed check,1
9391-EOYLI,new,high,80.45,950.2,12,Month-to-month,Electronic check,1
7108-DGVUU,mid,high,71.7,1497.05,21,One year,Bank transfer (automatic),0
2782-JEEBU,mid,medium,36.0,780.15,21,Month-to-month,Mailed check,0
5127-BZENZ,loyal,high,65.2,3512.15,56,One year,Bank transfer (automatic),0
2720-FVBQP,new,medium,48.95,273.25,6,Month-to-month,Credit card (automatic),0
9906-NHHVC,loyal,medium,53.5,3517.9,65,Two year,Bank transfer (automatic),0
4522-XRWWI,loyal,high,80.45,3375.9,42,One year,Credit card (automatic),0
3766-EJLFL,loyal,high,109.05,7508.55,68,Two year,Bank transfer (automatic),0
5939-SXWHM,loyal,low,26.3,1245.05,48,Two year,Bank transfer (automatic),0
8152-UOBNY,loyal,high,106.8,5347.95,50,One year,Electronic check,0
7351-KYHQH,new,medium,64.95,493.65,7,Month-to-month,Electronic check,0
7643-RCHXS,loyal,low,19.35,1263.85,63,Two year,Electronic check,0
8246-SHFGA,mid,low,21.1,385.55,17,Month-to-month,Credit card (automatic),0
8387-MOJJT,loyal,high,77.95,3384.0,42,Month-to-month,Credit card (automatic),1
0620-XEFWH,new,low,18.85,84.2,4,Month-to-month,Mailed check,0
6485-QXWWE,loyal,low,26.0,1638.7,62,Two year,Bank transfer (automatic),0
2761-OCIAX,new,high,74.7,165.4,2,Month-to-month,Electronic check,1
7321-VGNKU,new,high,70.35,120.25,2,Month-to-month,Electronic check,0
5327-CNLUQ,loyal,high,96.9,4473.45,48,Two year,Bank transfer (automatic),0
7552-KEYGT,mid,low,19.55,520.55,27,Two year,Bank transfer (automatic),0
5816-JMLGY,loyal,high,80.4,5717.85,70,Two year,Bank transfer (automatic),0
3068-OMWZA,new,high,88.8,88.8,1,Month-to-month,Electronic check,1
2927-QRRQV,loyal,high,94.65,4312.5,46,One year,Electronic check,0
